Age,Gender,Country,Employment_Status,Annual_Income,Current_Savings,Retirement_Age_Goal,Risk_Tolerance,Contribution_Amount,Contribution_Frequency,Employer_Contribution,Total_Annual_Contribution,Years_Contributed,Investment_Type,Fund_Name,Annual_Return_Rate,Volatility,Fees_Percentage,Projected_Pension_Amount,Expected_Annual_Payout,Inflation_Adjusted_Payout,Years_of_Payout,Survivor_Benefits,Transaction_Amount,Transaction_Date,Suspicious_Flag,Anomaly_Score,Marital_Status,Number_of_Dependents,Education_Level,Health_Status,Life_Expectancy_Estimate,Home_Ownership_Status,Debt_Level,Monthly_Expenses,Savings_Rate,Investment_Experience_Level,Financial_Goals,Insurance_Coverage,Portfolio_Diversity_Score,Tax_Benefits_Eligibility,Government_Pension_Eligibility,Private_Pension_Eligibility,Pension_Type,Withdrawal_Strategy,Transaction_Channel,Geo_Location,Time_of_Transaction,Transaction_Pattern_Score,Previous_Fraud_Flag,Account_Age
51,Male,Canada,Part-time,120997,322729,64,Medium,359,Quarterly,627,11126,1,Stocks,Perez-Butler,8.4,1.26,0.17,572867,37831,25301,10,No,9730,1/10/2023,No,0.41,Married,2,Bachelor's,Poor,94,Own,79922,6551,0.25,Expert,Home Purchase,No,0.19,Yes,Yes,Yes,Defined Contribution,Bucket,ATM,North Dustinland,0:39:13,0.89,No,1
29,Other,USA,Unemployed,126462,310139,66,High,1329,Quarterly,438,9106,31,ETF,"Norris, Riley and Harrell",9.49,3.07,1.07,288472,64143,71560,12,Yes,1714,3/8/2024,No,0.79,Married,2,PhD,Poor,76,Rent,143420,4216,0.09,Beginner,Legacy Planning,No,0.35,No,Yes,No,Defined Contribution,Fixed,Online,Maysside,2:28:33,0.76,No,14
26,Other,Germany,Retired,118877,461579,69,Low,1305,Monthly,198,13411,9,ETF,Barnes LLC,6.9,3.13,1.96,776337,36299,53393,17,No,8254,3/10/2025,No,0.36,Married,1,PhD,Good,91,Own,182747,7199,0.25,Beginner,Travel,No,0.77,No,No,No,Defined Benefit,Bucket,Online,Tinastad,3:24:54,0.33,No,18
28,Female,Canada,Part-time,109355,361054,64,Medium,1802,Annually,974,22691,6,Stocks,Ray-Moore,5.84,3.72,0.29,445242,22739,35910,18,Yes,8206,10/9/2021,No,0.82,Single,4,High School,Good,93,Mortgage,112938,4221,0.27,Intermediate,Healthcare,No,0.32,No,Yes,Yes,Defined Benefit,Fixed,Branch,Rhondaport,18:54:39,0.24,No,3
60,Male,USA,Unemployed,84217,281749,67,Medium,450,Annually,794,10853,35,ETF,Robinson-Todd,11.73,1.42,1.7,383970,53028,73558,10,No,2934,8/3/2021,No,0.24,Married,2,PhD,Good,85,Own,47051,8916,0.27,Intermediate,Legacy Planning,No,0.8,No,Yes,Yes,Defined Contribution,Dynamic,ATM,East Austinberg,22:59:55,0.43,No,3
39,Female,USA,Unemployed,116711,495043,64,Low,386,Monthly,626,11120,31,Stocks,Montgomery and Sons,2.07,4.78,0.44,599389,21508,62362,16,Yes,8344,4/9/2025,No,0.39,Widowed,0,Master's,Average,79,Own,54311,1084,0.29,Beginner,Healthcare,No,0.48,No,Yes,Yes,Defined Benefit,Bucket,Online,Port Angelaborough,13:01:12,0.93,No,5
39,Female,Australia,Self-employed,67590,206721,61,Low,1384,Quarterly,699,1722,29,ETF,Jones Inc,2.89,1.84,0.26,980397,29783,28323,27,Yes,3244,8/7/2022,No,0.16,Married,0,High School,Average,75,Rent,129122,3274,0.11,Expert,Travel,No,0.92,No,Yes,No,Defined Benefit,Bucket,ATM,North Misty,18:05:18,0.12,No,19
25,Female,Canada,Part-time,53839,252469,66,Low,1045,Monthly,332,1342,6,Stocks,Myers-Carter,3.55,4.2,0.76,974595,28877,8093,17,Yes,6354,2/12/2021,No,0.41,Widowed,0,PhD,Poor,91,Own,69938,2647,0.22,Intermediate,Travel,No,0.23,No,No,No,Defined Benefit,Bucket,Branch,Brandonstad,12:43:38,0.12,Yes,4
55,Male,USA,Part-time,80261,399777,61,Medium,1677,Annually,407,10593,24,Real Estate,Leonard-Miller,2.61,4.13,1.82,342814,33996,41673,16,Yes,648,5/2/2021,No,0.42,Married,0,High School,Poor,78,Rent,140793,7988,0.15,Intermediate,Legacy Planning,Yes,0.81,Yes,No,Yes,Defined Contribution,Dynamic,Branch,West Josephside,19:18:39,0.08,No,11
56,Male,USA,Retired,88003,116626,68,Medium,782,Monthly,936,19823,14,Bonds,Trevino and Sons,3.73,2.21,0.6,872971,69136,22016,25,No,9704,4/21/2022,No,0.28,Married,3,Master's,Good,87,Mortgage,127969,8341,0.26,Expert,Legacy Planning,No,0.36,Yes,Yes,Yes,Defined Benefit,Bucket,Branch,Leeville,3:37:44,0.89,No,14
62,Male,Canada,Retired,144329,69476,68,Low,1389,Monthly,322,22350,37,Bonds,"Burgess, Walters and Hayes",5.18,2.44,0.42,361686,65087,58084,11,Yes,8014,10/17/2023,No,0.78,Divorced,3,Master's,Good,93,Own,31538,5587,0.05,Beginner,Healthcare,Yes,0.56,No,No,No,Defined Benefit,Bucket,Online,South Debbie,22:43:15,0.56,No,1
36,Other,Germany,Unemployed,41803,73037,67,Low,1377,Annually,972,4264,28,Stocks,"Humphrey, Castaneda and Moreno",11.41,2.9,1.81,537128,41756,45797,25,Yes,1357,12/4/2022,No,0.96,Married,1,Bachelor's,Good,76,Own,149044,6194,0.13,Beginner,Travel,Yes,0.95,Yes,No,Yes,Defined Contribution,Bucket,ATM,South Yvonnemouth,15:54:01,0.2,No,22
57,Male,USA,Self-employed,111446,387362,66,Low,408,Annually,999,7707,9,Real Estate,"Washington, Hughes and Simpson",11.75,1.92,1.27,493076,40554,17377,24,No,983,1/17/2022,No,0.18,Widowed,4,Master's,Poor,76,Mortgage,64032,8319,0.15,Intermediate,Healthcare,Yes,0.92,No,No,Yes,Defined Benefit,Dynamic,Online,Johnfurt,23:38:52,0.59,No,22
52,Other,Canada,Unemployed,65844,276605,60,Low,1750,Quarterly,655,7548,24,Stocks,Cabrera-Romero,8.36,4.14,0.6,429227,45086,34432,18,Yes,2051,8/5/2024,Yes,0.87,Married,4,High School,Good,92,Mortgage,152550,3469,0.27,Beginner,Legacy Planning,Yes,0.39,No,No,Yes,Defined Contribution,Bucket,Branch,Johnstad,21:29:18,0.05,Yes,15
59,Other,Germany,Unemployed,68557,428066,62,High,1956,Annually,75,22562,26,Bonds,Mayer-Davenport,7.63,1.93,1.82,360610,76180,42560,19,No,7492,6/14/2022,No,0.1,Widowed,0,Bachelor's,Good,77,Mortgage,180719,4448,0.24,Intermediate,Legacy Planning,Yes,0.18,Yes,No,No,Defined Contribution,Bucket,ATM,Harrisonside,12:10:29,0.51,No,18
42,Other,USA,Unemployed,57573,470859,64,Medium,544,Annually,891,2524,7,Real Estate,Cook LLC,6.82,3.49,1.96,197593,20068,50989,19,Yes,7402,11/7/2024,No,0.74,Widowed,0,Master's,Poor,94,Rent,56099,4490,0.27,Intermediate,Legacy Planning,Yes,0.3,Yes,No,Yes,Defined Benefit,Dynamic,Online,East Edwardshire,8:23:37,0.95,No,18
27,Male,Australia,Unemployed,61834,215427,69,Low,595,Quarterly,203,7803,16,Stocks,"Hoffman, Jackson and Hooper",10.49,4.82,1.06,708018,38229,56387,18,No,4019,4/13/2025,No,0.79,Married,3,Master's,Good,81,Own,187763,8654,0.24,Expert,Home Purchase,No,0.51,No,Yes,No,Defined Benefit,Dynamic,Online,Lake Mollymouth,1:22:31,0.64,No,3
41,Other,Australia,Unemployed,102781,25141,61,Low,1277,Annually,332,18955,2,Bonds,Rowe Group,7.55,1.15,0.82,702970,35470,66825,21,No,1560,3/20/2025,No,0.47,Married,4,PhD,Average,94,Rent,194390,1810,0.22,Expert,Legacy Planning,No,0.68,No,Yes,Yes,Defined Contribution,Bucket,Online,Port Ginafurt,13:33:12,0.9,No,12
25,Other,Canada,Part-time,128017,150139,66,Medium,1662,Monthly,189,3617,30,Stocks,Cervantes Ltd,11.14,2.88,0.5,466485,64793,49701,15,Yes,4684,4/27/2021,No,0.1,Married,2,High School,Average,93,Own,25380,7358,0.26,Beginner,Legacy Planning,Yes,0.26,Yes,Yes,Yes,Defined Contribution,Bucket,Branch,Petersontown,15:08:35,0.81,No,24
36,Other,USA,Part-time,136716,274206,63,Low,1888,Annually,988,16100,12,Mutual Fund,Wise-Mckinney,7.64,4.97,1.3,237197,79482,15521,20,Yes,521,4/17/2022,No,0.86,Widowed,2,PhD,Average,90,Rent,36892,4177,0.12,Expert,Travel,No,0.36,Yes,No,Yes,Defined Benefit,Fixed,Branch,Lake Daniel,14:20:04,0.15,No,13
48,Female,UK,Part-time,93620,64231,68,High,1564,Quarterly,797,15598,18,Mutual Fund,Becker Inc,3.63,3.71,0.35,720092,27995,17660,10,Yes,9947,5/17/2023,No,0.23,Widowed,4,Master's,Average,90,Mortgage,134957,8319,0.13,Beginner,Legacy Planning,No,0.25,Yes,Yes,No,Defined Benefit,Dynamic,Branch,Walkerhaven,23:28:54,0.84,No,26
45,Female,UK,Part-time,40466,441095,68,Medium,153,Quarterly,583,6612,2,Mutual Fund,Goodman-Fuller,10.85,1.18,1.61,390317,62263,39248,23,Yes,8845,6/21/2024,No,0.62,Married,2,PhD,Good,84,Own,2485,4682,0.06,Expert,Legacy Planning,No,0.72,Yes,No,Yes,Defined Benefit,Fixed,ATM,South Aaronville,18:46:47,0.23,No,11
28,Female,Germany,Full-time,113684,462203,62,Medium,1326,Monthly,507,16717,16,ETF,"Wolf, Arias and Davis",6.62,1.98,1.85,88351,13435,67063,25,Yes,2617,6/6/2025,No,0.13,Divorced,1,Master's,Average,78,Rent,74508,6879,0.16,Expert,Legacy Planning,No,0.61,No,Yes,No,Defined Contribution,Fixed,ATM,New Monica,0:51:55,0.74,No,28
40,Other,Canada,Full-time,129377,403126,66,Medium,298,Monthly,475,23864,30,ETF,Wu PLC,2.64,4.17,0.65,275996,65447,14273,29,No,7277,5/7/2023,Yes,0.9,Widowed,4,Bachelor's,Average,75,Own,56535,5738,0.24,Intermediate,Legacy Planning,Yes,0.58,No,No,Yes,Defined Contribution,Dynamic,Online,Diazchester,9:59:18,0.4,No,5
63,Male,Australia,Full-time,122510,355451,67,Medium,1524,Monthly,612,11618,39,Mutual Fund,May-Mayo,8.69,4.86,0.67,871242,34002,9101,21,No,3334,5/30/2021,No,0.41,Married,0,Bachelor's,Poor,75,Rent,194711,5441,0.24,Beginner,Travel,Yes,0.56,No,Yes,Yes,Defined Contribution,Dynamic,Online,South Luis,4:47:15,0.35,No,27
54,Other,USA,Full-time,93920,331645,64,Medium,454,Quarterly,433,19025,25,Real Estate,"Gonzalez, Shah and Spencer",11.52,4.73,0.36,131377,75232,32554,16,No,5062,2/20/2020,No,0.13,Married,0,High School,Average,92,Own,132408,1231,0.27,Intermediate,Travel,Yes,0.69,Yes,No,No,Defined Benefit,Bucket,Branch,East Kirsten,17:10:33,0.27,No,1
30,Male,UK,Self-employed,85251,35983,68,High,1519,Annually,390,15369,3,Real Estate,Boyd-Parker,6.86,3.32,0.11,843961,51464,64740,27,Yes,3003,6/13/2023,No,0.13,Divorced,2,Master's,Average,84,Rent,175019,5292,0.17,Beginner,Home Purchase,Yes,0.59,No,No,No,Defined Benefit,Fixed,Branch,Wanghaven,12:24:25,0.74,No,4
60,Female,Australia,Part-time,96022,492233,65,High,319,Monthly,279,12330,29,ETF,Bryant and Sons,3.94,4.68,0.96,792629,58015,24376,18,No,6530,7/25/2024,No,0.82,Single,2,Master's,Poor,93,Own,165981,2226,0.07,Intermediate,Healthcare,No,0.96,No,No,Yes,Defined Benefit,Dynamic,ATM,Brittanymouth,7:06:55,0.63,No,18
36,Male,UK,Unemployed,47215,327133,60,Medium,1330,Monthly,601,22423,8,Stocks,Robinson-Brooks,9.75,2.54,0.57,569428,76178,24800,13,Yes,4189,6/13/2024,Yes,0.61,Widowed,4,Master's,Poor,84,Mortgage,42146,9952,0.13,Expert,Travel,No,0.48,Yes,No,No,Defined Contribution,Dynamic,ATM,North Cristianbury,5:17:12,0.09,No,25
53,Other,Australia,Full-time,115551,83425,63,High,1709,Monthly,346,12982,9,ETF,Garrison Group,10.51,1.8,0.23,798815,35557,23295,19,No,8811,5/10/2024,No,0.1,Widowed,0,Master's,Average,84,Mortgage,181743,8350,0.25,Expert,Healthcare,Yes,0.86,No,Yes,No,Defined Contribution,Bucket,ATM,West Jason,10:41:10,0.15,No,19
41,Female,Canada,Full-time,97987,442306,66,Medium,270,Monthly,290,10277,35,Bonds,"Rosales, Mcdaniel and Smith",9.75,3.01,1.72,934815,25257,14755,22,Yes,9269,7/18/2021,No,0.67,Married,4,Bachelor's,Good,82,Own,45481,8276,0.2,Beginner,Home Purchase,Yes,0.22,Yes,Yes,Yes,Defined Contribution,Dynamic,Online,Mckaychester,16:39:46,0.21,No,20
50,Female,USA,Full-time,62304,60338,68,Low,1307,Monthly,427,23814,24,ETF,Macdonald Ltd,3.15,0.96,0.6,157758,59851,29838,16,Yes,3103,1/26/2023,No,0.77,Married,3,Bachelor's,Poor,94,Rent,118204,4586,0.17,Beginner,Home Purchase,No,0.8,No,Yes,Yes,Defined Contribution,Dynamic,Branch,North Cliffordport,3:25:25,0.24,No,9
41,Other,Australia,Part-time,67523,9999,69,High,793,Annually,325,2601,25,Bonds,"Powers, Thompson and Cook",7.7,0.52,0.45,613376,78422,69959,22,Yes,1494,3/30/2023,No,0.65,Single,4,Master's,Good,93,Own,154712,6729,0.06,Intermediate,Travel,No,0.88,Yes,No,No,Defined Contribution,Bucket,Branch,New Luisport,17:58:41,0.45,No,28
64,Other,Australia,Unemployed,110602,78836,67,Medium,1164,Monthly,278,13987,34,Mutual Fund,Green Ltd,6.91,1.51,0.94,864229,25713,36584,14,Yes,6799,4/30/2022,No,0.05,Married,0,Bachelor's,Good,92,Mortgage,77216,5152,0.1,Intermediate,Home Purchase,Yes,0.37,Yes,Yes,No,Defined Benefit,Bucket,Branch,New Johnbury,14:09:00,0.25,No,4
56,Other,UK,Self-employed,147973,243895,66,Medium,1485,Annually,350,13733,22,Bonds,Smith Group,6.72,3.93,1.01,165787,67923,24038,20,Yes,5456,8/8/2020,No,0.52,Divorced,4,Bachelor's,Poor,94,Own,56218,4906,0.26,Expert,Legacy Planning,Yes,0.95,No,Yes,Yes,Defined Benefit,Dynamic,Branch,Owensmouth,7:03:46,0.78,No,26
35,Male,Australia,Retired,132648,339693,62,Medium,1725,Monthly,557,6993,5,Bonds,Russell-Miller,5.13,0.87,0.66,539630,44756,49707,10,No,5725,9/22/2020,No,0.17,Widowed,4,High School,Average,88,Rent,99781,2283,0.15,Expert,Healthcare,No,0.97,No,Yes,No,Defined Contribution,Bucket,Branch,West David,10:42:18,0.48,No,29
41,Other,UK,Retired,128084,152588,64,Medium,1648,Annually,390,18652,19,Real Estate,Sutton-Mcbride,10.02,2.69,0.85,554760,37213,53385,27,Yes,1986,3/7/2025,No,0.49,Divorced,0,Bachelor's,Poor,91,Rent,125627,4580,0.3,Intermediate,Healthcare,No,0.84,Yes,No,Yes,Defined Contribution,Bucket,Online,North Michele,15:36:31,0.06,No,13
27,Male,Canada,Part-time,36584,327042,68,Low,508,Quarterly,310,8229,6,Bonds,"Anderson, Harris and Peters",5.99,2.19,0.17,689142,25476,44993,11,No,6059,12/13/2021,No,0.06,Single,1,High School,Good,94,Own,199259,9366,0.07,Beginner,Home Purchase,Yes,0.58,Yes,No,Yes,Defined Contribution,Fixed,Branch,East Julieville,2:59:14,0.59,No,22
50,Female,Germany,Part-time,134397,274732,61,High,955,Annually,904,13455,12,Bonds,"Gibbs, Smith and Martin",6.66,4.25,1.18,687612,38695,16170,21,Yes,2367,3/3/2025,No,0.28,Single,4,PhD,Average,94,Own,45625,9646,0.26,Intermediate,Home Purchase,Yes,0.84,No,No,Yes,Defined Benefit,Dynamic,Online,Estradamouth,4:35:01,0.7,No,24
36,Other,UK,Retired,62753,425608,61,High,1754,Annually,889,6532,3,Bonds,Hudson-Brock,3.99,0.57,1.61,156522,58302,63899,28,Yes,4474,6/19/2020,No,0.12,Single,4,Bachelor's,Poor,79,Rent,115479,9625,0.28,Intermediate,Travel,No,0.71,No,No,Yes,Defined Contribution,Dynamic,ATM,Johnsonmouth,22:35:24,0.69,No,4
37,Male,USA,Unemployed,77481,167238,68,Medium,561,Annually,874,17654,28,Real Estate,Hernandez Ltd,2.81,1.16,1.04,757087,79748,10839,25,No,5904,11/30/2023,No,0.96,Single,0,Bachelor's,Average,80,Rent,18969,1539,0.24,Intermediate,Travel,Yes,1,No,Yes,No,Defined Benefit,Dynamic,Online,North Danamouth,2:05:11,0.65,No,8
34,Other,Canada,Full-time,56049,454827,62,Medium,267,Annually,60,19385,16,Stocks,"Silva, Harris and Lyons",3.61,1.67,1.14,418199,29281,53440,23,Yes,7416,12/6/2022,No,0.27,Married,2,Master's,Poor,91,Mortgage,59656,5149,0.1,Beginner,Healthcare,No,0.33,Yes,Yes,No,Defined Benefit,Dynamic,ATM,Andrewmouth,8:29:04,0.98,No,15
49,Other,Canada,Unemployed,62784,233638,65,High,567,Annually,799,11772,12,Mutual Fund,Riley-Williams,3.34,0.79,1.08,142566,77209,73722,10,Yes,5390,3/9/2022,No,0.91,Widowed,1,High School,Average,76,Own,197585,5636,0.23,Beginner,Home Purchase,No,0.41,No,No,No,Defined Benefit,Bucket,Online,Markburgh,23:07:45,0.05,No,5
38,Male,UK,Full-time,119872,221817,69,High,120,Monthly,580,14552,22,Mutual Fund,"Cunningham, Padilla and Freeman",4.87,1.13,0.84,285985,58821,34228,26,No,6426,12/17/2021,No,0.61,Single,3,Bachelor's,Good,79,Rent,183517,4521,0.22,Intermediate,Healthcare,No,0.68,Yes,No,No,Defined Benefit,Bucket,Branch,West Anthonyville,14:10:35,0.99,No,6
35,Female,Canada,Unemployed,48916,152937,64,High,1990,Monthly,498,8064,35,Stocks,Barrett-French,5.09,3.17,0.12,105798,72587,70435,24,Yes,9990,7/5/2022,No,0.25,Widowed,4,High School,Good,92,Mortgage,138206,4682,0.21,Intermediate,Healthcare,Yes,0.57,Yes,Yes,No,Defined Contribution,Bucket,Online,Andrewfort,3:56:34,0.2,No,10
28,Other,USA,Full-time,59311,339486,61,Low,713,Annually,310,3333,2,Stocks,Trujillo-Rodgers,4.9,2.95,1.11,377259,55128,52652,12,Yes,873,2/1/2021,No,0.77,Widowed,4,PhD,Average,89,Rent,179404,2388,0.28,Intermediate,Travel,Yes,0.49,No,No,No,Defined Contribution,Bucket,Online,Bowerstown,14:51:24,0.99,No,8
46,Female,Germany,Retired,32861,20159,64,Low,162,Monthly,24,14228,16,Real Estate,"Walton, Miller and Hancock",5.86,1.46,1.61,80630,64783,34472,21,Yes,3685,1/18/2024,No,0.88,Single,0,Master's,Poor,93,Mortgage,188035,2977,0.26,Beginner,Healthcare,No,0.61,Yes,No,Yes,Defined Benefit,Fixed,Branch,Lake Sean,16:58:18,0.68,No,18
49,Male,USA,Self-employed,138847,339641,62,Medium,594,Annually,938,18676,12,ETF,Smith PLC,4.6,2.54,1.15,336961,35165,72531,23,Yes,7352,8/4/2023,No,0.54,Single,2,PhD,Poor,81,Rent,151518,2647,0.21,Expert,Healthcare,No,0.55,No,No,No,Defined Benefit,Fixed,Branch,Jordanmouth,6:24:42,0.21,No,27
38,Male,UK,Unemployed,148841,111061,64,High,1263,Quarterly,153,9326,18,Real Estate,Elliott-Gonzalez,3.74,2.5,0.34,954147,14968,40038,28,No,6082,2/8/2025,No,0.97,Widowed,0,Bachelor's,Good,94,Mortgage,83067,9594,0.25,Intermediate,Travel,Yes,0.24,No,No,No,Defined Benefit,Dynamic,Branch,Carlaton,11:44:31,0.07,No,6
56,Male,Germany,Unemployed,146631,169225,63,Low,597,Quarterly,97,10203,34,Bonds,Frazier-Brooks,2.28,1.89,1.92,355128,60546,72052,13,No,319,9/14/2020,No,0.44,Widowed,2,High School,Good,90,Mortgage,121478,2456,0.25,Expert,Healthcare,Yes,0.25,No,Yes,No,Defined Benefit,Bucket,ATM,West Lisa,15:29:42,0.33,No,17
54,Female,USA,Retired,53444,198746,64,Low,1319,Quarterly,366,23105,20,Bonds,"Kelly, Garcia and Castro",6.66,3.73,0.94,942169,43107,56276,22,Yes,438,5/28/2021,No,0.64,Widowed,1,Master's,Average,78,Own,58850,9966,0.3,Beginner,Travel,No,0.95,Yes,No,Yes,Defined Contribution,Bucket,Branch,Monicahaven,3:42:12,0.06,No,9
55,Male,Canada,Full-time,56288,444185,61,Medium,689,Monthly,829,15599,5,Mutual Fund,"Martin, Daugherty and Flowers",5.22,1.07,1.41,342097,28777,42872,22,Yes,5425,9/22/2023,No,0.18,Single,3,PhD,Poor,92,Rent,87354,9193,0.11,Beginner,Travel,No,0.29,No,Yes,Yes,Defined Contribution,Fixed,ATM,Kyleport,21:18:41,0.07,No,9
43,Other,UK,Unemployed,89087,174560,66,Low,1056,Annually,32,17596,15,ETF,Shelton-Holden,3.78,2.4,1.15,858345,63360,23609,14,Yes,6856,11/19/2020,No,0.41,Widowed,1,High School,Poor,81,Mortgage,192483,1167,0.29,Expert,Home Purchase,Yes,0.53,No,Yes,No,Defined Contribution,Dynamic,ATM,North Graceland,4:30:44,0.27,No,18
53,Other,Germany,Self-employed,88872,331868,68,Low,904,Quarterly,566,5470,11,Bonds,Hill-Anderson,8.37,2.94,1.18,99997,54611,56924,14,Yes,2065,4/12/2021,No,0.29,Single,2,Bachelor's,Average,84,Rent,145641,2916,0.11,Beginner,Travel,Yes,0.85,No,No,No,Defined Benefit,Fixed,ATM,Angelicachester,6:19:31,0.46,No,1
43,Other,USA,Part-time,53805,261879,61,Medium,586,Annually,93,16912,21,Mutual Fund,Waters Ltd,8,2.93,0.25,927815,12377,74027,29,No,5075,5/5/2025,No,0.85,Married,0,High School,Average,89,Mortgage,128647,3167,0.23,Expert,Travel,Yes,0.35,Yes,No,Yes,Defined Benefit,Dynamic,ATM,West Cheryl,10:41:32,0.22,No,24
32,Other,USA,Unemployed,72736,473293,61,Low,1860,Monthly,742,13520,20,ETF,Lee-Mcconnell,2.52,2.61,1.88,67824,39660,8186,28,No,8152,5/1/2022,No,0.99,Married,4,Bachelor's,Good,94,Mortgage,61658,7021,0.07,Beginner,Travel,No,0.21,No,No,No,Defined Contribution,Dynamic,Branch,East Kaylamouth,14:36:43,0.19,No,13
57,Female,USA,Retired,50630,106450,63,Low,931,Quarterly,913,2985,18,Bonds,"Bell, Gutierrez and Holland",4.33,3.13,1.41,962655,49367,31347,21,No,2130,7/18/2024,No,0.79,Single,3,Bachelor's,Poor,89,Own,197268,7302,0.29,Intermediate,Legacy Planning,Yes,0.21,No,Yes,Yes,Defined Contribution,Dynamic,ATM,East Petertown,12:58:28,0.65,No,11
50,Female,Australia,Retired,121956,170673,64,High,1902,Quarterly,313,8142,29,Real Estate,Meyer-Johnson,7.6,4.44,0.25,352196,66259,18318,11,Yes,6855,4/30/2023,No,0.6,Divorced,2,High School,Good,93,Rent,68231,4713,0.28,Expert,Travel,Yes,0.46,No,Yes,Yes,Defined Benefit,Bucket,Branch,North Sara,19:12:43,0.87,No,20
39,Female,Canada,Self-employed,120121,272820,69,Medium,1764,Annually,415,6455,16,Real Estate,Buckley-Brewer,5.37,3.56,0.51,833202,68424,49055,11,No,4449,1/29/2024,No,0.15,Married,4,PhD,Average,92,Rent,53082,5561,0.21,Intermediate,Healthcare,No,0.49,No,No,Yes,Defined Benefit,Fixed,Online,Port Hectortown,12:43:48,0.44,No,3
53,Male,UK,Unemployed,138706,492916,65,Medium,1992,Annually,111,21384,25,Bonds,Mccullough PLC,8.58,4.21,0.87,659462,41927,12216,27,Yes,4836,7/14/2023,No,0.83,Married,1,Master's,Good,91,Rent,60700,2684,0.16,Beginner,Travel,No,0.23,Yes,No,No,Defined Contribution,Bucket,ATM,Pricetown,18:42:47,0.32,No,3
43,Other,USA,Retired,46355,271409,62,High,648,Annually,651,2519,21,Mutual Fund,"Griffith, Brown and Mitchell",7.51,3.39,1.93,315248,68200,32487,19,No,2914,3/7/2024,No,0.93,Married,3,Bachelor's,Good,90,Own,144190,8100,0.11,Beginner,Home Purchase,Yes,0.8,No,No,No,Defined Benefit,Bucket,Branch,Jamestown,8:23:49,0.57,No,21
53,Other,Germany,Full-time,33027,155661,67,Low,367,Annually,316,19218,19,Stocks,Mullen-Wallace,11.95,4.9,1.84,526174,13082,55869,17,Yes,337,12/29/2023,No,0.84,Divorced,1,PhD,Average,91,Mortgage,25557,4922,0.12,Intermediate,Legacy Planning,No,0.49,No,No,Yes,Defined Contribution,Fixed,ATM,Sandraview,1:32:29,0.22,No,29
58,Female,UK,Retired,77382,277810,66,High,479,Annually,412,23019,21,Mutual Fund,"Mata, Haley and Fox",11.44,4.97,1.09,823978,14556,50197,13,No,2952,9/1/2023,No,0.28,Single,3,PhD,Good,82,Own,34929,6604,0.29,Expert,Home Purchase,Yes,0.71,Yes,No,No,Defined Benefit,Fixed,Online,Morristown,20:43:31,0.84,No,4
48,Male,USA,Part-time,40680,33306,69,Low,258,Annually,373,21155,11,Stocks,Wood-Gomez,4.02,4.55,0.29,985351,20886,12186,15,No,1359,11/11/2021,No,0.04,Widowed,0,PhD,Good,94,Own,42610,8382,0.24,Beginner,Legacy Planning,No,0.52,Yes,Yes,Yes,Defined Benefit,Dynamic,Branch,Loganchester,3:24:18,0.87,No,4
45,Other,USA,Part-time,41710,164983,66,Low,1807,Quarterly,375,18309,16,Stocks,Kim-Schmitt,10.34,4.35,1.84,470345,32049,50814,29,No,4041,12/15/2022,No,0.92,Divorced,4,PhD,Average,93,Rent,96175,2258,0.16,Expert,Healthcare,Yes,0.48,No,Yes,Yes,Defined Benefit,Fixed,Branch,New Brandy,4:58:09,0.42,No,18
57,Other,Australia,Part-time,93528,430474,63,High,1357,Quarterly,17,11255,5,Stocks,Webb PLC,8.77,4.97,1.12,75578,77888,16870,29,Yes,4665,6/14/2025,No,0.47,Divorced,3,High School,Good,76,Rent,115663,4628,0.12,Beginner,Legacy Planning,Yes,0.93,Yes,No,No,Defined Contribution,Dynamic,Online,Port Williamtown,3:57:48,0.37,No,17
47,Male,USA,Self-employed,110652,170306,60,Low,108,Annually,3,1435,14,Mutual Fund,Hahn-Carlson,7.11,2.26,1.33,584779,39157,55438,20,No,911,4/10/2025,No,0.24,Divorced,1,High School,Good,77,Own,118877,5061,0.24,Expert,Travel,Yes,0.75,Yes,No,Yes,Defined Contribution,Bucket,Online,Angelville,0:01:05,0.81,No,21
63,Other,Canada,Part-time,76906,144320,63,Medium,195,Monthly,448,18268,26,Bonds,"Moreno, Cohen and Thompson",6.17,2.43,1.54,532921,12115,46367,28,No,4739,7/3/2022,No,0.65,Divorced,2,Master's,Good,86,Own,135688,3616,0.3,Expert,Legacy Planning,Yes,0.32,Yes,Yes,No,Defined Contribution,Fixed,Online,Kerrland,7:27:32,0.12,No,9
48,Female,Germany,Unemployed,147880,138998,61,High,596,Annually,191,19982,22,Stocks,"Kelley, Montgomery and Herrera",11.67,1.28,0.53,410133,37229,33163,19,No,6998,8/25/2024,No,0.41,Single,3,Master's,Poor,90,Own,145504,2041,0.27,Intermediate,Travel,No,0.47,No,Yes,No,Defined Benefit,Bucket,ATM,Hernandezberg,15:49:29,0.82,No,24
54,Female,USA,Full-time,56732,298672,69,Medium,515,Annually,13,8456,27,Bonds,Moore-Smith,3.73,3.4,0.6,199031,46152,64281,20,Yes,1598,5/12/2024,No,0.65,Widowed,0,High School,Poor,79,Own,121087,1865,0.13,Expert,Legacy Planning,No,0.32,No,No,Yes,Defined Benefit,Bucket,ATM,Bellshire,17:28:41,0.3,No,15
